word,mass,drag,restitution,warmth,age,intensity
shops,0.2,0.0,0.2,0.3,0.2,0.2
sum,0.3,0.0,-0.1,0.0,0.2,0.0
swing,0.1,0.1,0.8,0.2,-0.1,0.3
tail,-0.2,0.2,0.5,0.3,0.1,0.0
texts,-0.2,0.1,0.0,-0.1,-0.3,-0.4
twin,0.1,0.0,0.4,0.2,0.0,0.1
upcoming,-0.2,0.1,0.3,0.1,-0.8,0.2
veterans,0.4,0.0,-0.2,0.2,0.6,0.1
alert,-0.2,-0.3,0.6,0.2,-0.3,0.7
arena,0.6,0.0,0.2,0.2,0.5,0.7
arguments,0.3,0.0,-0.2,0.3,0.1,0.6
aug,0.0,0.0,0.0,0.3,0.2,-0.2
billy,0.0,0.0,0.3,0.3,-0.3,0.2
boom,0.4,-0.3,0.3,0.2,-0.2,0.9
boots,0.4,0.0,0.1,0.3,0.2,0.2
brave,0.2,0.0,0.2,0.4,0.1,0.4
claiming,0.1,0.0,-0.2,0.0,0.0,0.3
column,0.7,0.0,-0.2,-0.2,0.6,-0.1
commit,0.3,0.0,-0.3,0.1,0.1,0.2
compensation,0.2,0.1,-0.4,-0.2,0.1,0.0
composition,0.2,0.0,0.0,0.0,0.2,0.0
computers,0.3,0.0,-0.2,0.1,-0.7,0.0
conservation,0.3,0.1,-0.1,0.2,0.3,-0.2
constitutional,0.6,0.0,-0.5,-0.2,0.5,0.1
crossing,0.1,0.0,0.2,0.0,0.0,0.1
defending,0.4,0.1,-0.2,0.1,0.2,0.4
density,0.8,0.0,-0.5,-0.1,0.1,-0.1
difficulty,0.5,0.2,-0.4,-0.2,0.0,0.2
dropping,0.1,-0.2,0.1,-0.1,-0.1,0.1
drops,-0.3,-0.3,0.3,0.1,0.0,-0.2
elementary,-0.1,0.2,0.2,0.1,0.1,-0.2
ethnic,0.2,0.0,-0.1,0.3,0.5,0.1
expenses,0.3,0.0,-0.3,-0.3,0.0,0.1
fleet,0.5,-0.4,0.2,-0.1,0.3,0.3
foster,0.1,0.2,0.1,0.6,0.2,-0.1
fuckin,0.2,-0.2,0.3,0.4,-0.3,0.8
fundamental,0.6,0.0,-0.4,0.0,0.4,0.1
gen,-0.2,0.1,0.2,-0.1,-0.5,0.0
genius,0.1,0.3,0.4,0.3,0.2,0.4
greatly,0.2,0.2,0.1,0.2,0.1,0.3
guidance,0.1,0.3,0.1,0.5,0.3,-0.3
hospitals,0.5,0.0,-0.3,-0.3,0.2,0.2
infection,0.3,0.2,-0.6,0.7,0.1,0.5
instagram,-0.4,0.3,0.2,0.2,-0.9,0.1
intention,0.1,-0.2,0.0,0.2,0.0,-0.1
iowa,0.3,0.0,-0.2,0.2,0.3,-0.2
jokes,-0.3,0.3,0.7,0.5,0.0,0.4
knee,0.2,0.0,0.1,0.3,0.2,0.0
mechanical,0.5,0.0,-0.1,-0.5,0.1,0.3
nigeria,0.4,0.0,0.0,0.7,0.4,0.3
parks,0.1,0.3,0.2,0.4,0.2,-0.3
participation,0.2,0.1,0.1,0.2,0.0,0.1
periods,0.1,-0.1,-0.2,0.1,0.1,-0.1
precious,-0.1,0.3,0.2,0.5,0.3,-0.1
pregnancy,0.6,0.2,-0.3,0.8,0.4,0.2
premium,0.2,0.2,0.1,0.1,-0.2,0.2
preparing,0.2,0.0,0.0,0.2,0.0,0.1
pretend,-0.3,0.4,0.4,0.1,-0.4,-0.2
priest,0.4,0.2,-0.3,0.2,0.7,-0.2
prominent,0.4,0.1,-0.1,0.1,0.2,0.3
proven,0.5,0.0,-0.4,0.0,0.3,0.1
radical,0.1,-0.3,0.5,0.4,-0.2,0.7
remembered,0.3,0.4,-0.2,0.4,0.5,-0.3
requested,0.0,0.1,-0.2,0.1,0.0,0.1
residential,0.3,0.0,-0.4,0.3,0.1,-0.3
reward,0.2,0.2,0.3,0.5,0.1,0.3
rings,0.3,0.1,0.4,0.2,0.3,0.2
robin,-0.4,0.5,0.3,0.6,0.1,-0.2
russell,0.1,0.0,0.0,0.1,0.2,0.0
satellite,0.6,0.3,-0.2,-0.6,-0.4,-0.2
shake,0.1,0.0,0.5,0.1,0.0,0.6
shore,0.5,0.0,-0.3,0.2,0.5,-0.2
spots,-0.3,0.1,0.2,0.0,0.0,0.1
stats,-0.2,0.0,0.1,-0.3,-0.5,-0.1
struggling,0.5,0.3,-0.5,0.2,0.1,0.5
substantial,0.7,0.0,-0.4,0.1,0.2,0.3
teen,-0.2,0.0,0.5,0.3,-0.7,0.4
temperatures,0.0,0.3,0.0,0.0,0.0,0.0
transmission,0.3,0.2,0.1,-0.1,-0.3,0.2
trap,0.4,-0.3,-0.3,-0.2,0.2,0.4
uniform,0.2,0.3,-0.1,-0.1,0.2,-0.2
wildlife,0.3,0.2,0.2,0.4,0.4,0.2
wooden,0.3,0.1,0.2,0.3,0.3,-0.2
ads,-0.4,0.4,0.3,-0.2,-0.6,0.4
aggressive,0.4,-0.3,0.2,0.4,0.0,0.7
anne,0.0,0.0,0.1,0.2,0.3,-0.2
answered,0.1,0.0,0.2,0.2,0.0,0.2
apparent,-0.1,0.1,0.1,0.0,0.0,0.0
bang,0.3,-0.2,0.6,0.2,0.0,0.9
blast,0.6,-0.4,0.4,0.6,0.0,0.9
bones,0.3,0.0,0.0,-0.3,0.7,-0.2
brands,0.0,0.0,0.2,-0.2,-0.5,0.2
centuries,0.8,0.4,-0.5,0.1,0.9,-0.3
communist,0.5,0.0,-0.4,0.2,0.4,0.5
complaint,0.2,0.1,-0.2,0.1,0.0,0.3
component,0.2,0.0,0.1,-0.3,-0.2,-0.2
connections,0.1,0.2,0.2,0.3,0.1,0.1
courage,0.6,0.0,0.3,0.6,0.4,0.4
cure,0.1,0.0,0.2,0.5,0.2,0.2
del,-0.1,0.0,0.0,0.0,0.0,-0.1
desperate,0.4,0.2,-0.2,0.3,0.0,0.7
diversity,0.2,0.2,0.3,0.3,0.1,0.1
duties,0.5,0.0,-0.3,-0.1,0.3,0.1
encouraged,0.1,0.3,0.4,0.6,0.0,0.3
eve,-0.1,0.2,0.1,0.4,0.6,-0.3
faculty,0.4,0.0,-0.2,0.0,0.4,-0.1
feedback,-0.1,0.1,0.5,-0.1,-0.4,0.4
fighter,0.5,-0.3,0.2,0.3,0.1,0.7
frozen,0.3,0.0,-0.2,-0.9,0.2,-0.3
guards,0.6,0.0,-0.2,-0.1,0.3,0.3
hiding,-0.2,0.1,-0.1,-0.1,0.0,-0.6
humanity,0.6,0.1,0.1,0.5,0.8,0.2
ian,0.0,0.0,0.1,0.1,0.1,-0.1
il,0.0,0.0,0.0,0.0,0.0,0.0
innovation,-0.2,0.1,0.4,0.2,-0.8,0.3
instruments,0.3,0.0,0.1,-0.1,0.1,0.2
invest,0.2,0.0,-0.1,-0.1,-0.1,0.1
jacket,0.1,0.3,-0.2,0.5,0.0,-0.1
justin,0.0,0.0,0.2,0.2,-0.3,0.1
legislative,0.4,0.0,-0.4,-0.3,0.2,0.2
listing,-0.1,0.2,-0.1,-0.1,-0.2,-0.2
manual,0.3,0.1,-0.3,0.0,0.1,-0.2
mothers,0.3,0.1,-0.1,0.8,0.3,0.1
murdered,0.7,0.0,-0.7,-0.5,0.1,0.7
nursing,0.1,0.1,-0.2,0.6,0.0,-0.2
occupied,0.4,0.0,-0.5,-0.2,0.1,0.1
ongoing,0.1,0.1,0.1,0.0,-0.2,0.0
operator,0.2,0.0,-0.1,-0.1,0.0,0.1
painful,0.5,-0.2,-0.5,0.4,0.0,0.6
pound,0.6,0.0,0.2,0.0,0.2,0.6
preparation,0.1,0.0,-0.1,0.1,-0.1,0.0
punch,0.4,-0.4,0.3,0.2,-0.1,0.7
purple,0.1,0.1,0.1,0.3,0.2,0.2
railroad,0.8,0.0,-0.4,-0.1,0.4,0.5
registration,0.2,0.2,-0.3,-0.2,-0.1,-0.1
releases,-0.2,0.3,0.5,0.1,-0.3,0.2
rick,0.1,0.0,0.1,0.1,0.1,0.0
romance,-0.1,0.3,0.2,0.7,0.3,0.3
submitted,0.2,0.0,-0.3,-0.2,-0.1,-0.2
sufficient,0.1,0.0,-0.1,0.0,0.0,-0.1
survived,0.5,0.0,0.1,0.3,0.2,0.4
suspended,0.0,0.7,0.3,-0.2,0.0,-0.1
technologies,0.2,-0.1,0.2,-0.3,-0.7,0.2
tissue,-0.6,0.6,-0.5,0.1,-0.2,-0.5
trailer,0.6,0.0,-0.3,0.0,-0.2,0.2
trends,-0.3,0.2,0.4,0.1,-0.8,0.1
trials,0.5,0.0,-0.2,-0.3,0.3,0.3
ukraine,0.4,0.0,-0.2,0.1,0.3,0.3
underground,0.7,0.0,-0.5,-0.2,0.4,0.1
versus,0.0,-0.1,0.2,-0.1,0.1,0.3
virtual,-0.7,0.5,0.1,-0.5,-0.8,-0.2
walks,0.1,0.0,0.2,0.1,0.0,0.0
wounded,0.5,-0.1,-0.6,0.3,0.1,0.5
ali,0.0,0.1,0.2,0.2,0.1,0.1
amongst,0.1,0.2,-0.1,0.1,0.5,-0.2
announcement,0.2,0.1,0.1,0.0,-0.2,0.5
arranged,0.2,0.0,-0.2,0.0,0.1,-0.2
arsenal,0.8,0.0,-0.2,0.1,0.4,0.7
attending,0.1,0.0,-0.1,0.1,-0.1,-0.1
attracted,0.1,-0.2,0.3,0.4,-0.1,0.3
biological,0.2,0.0,-0.1,0.2,0.5,0.0
bite,0.2,-0.5,0.1,0.2,0.0,0.6
blocked,0.6,0.0,-0.7,-0.3,0.0,0.3
boards,0.2,0.2,0.2,0.2,0.1,0.0
burned,-0.4,0.5,-0.7,0.9,0.2,0.5
categories,0.0,0.0,0.0,-0.2,-0.1,-0.2
checks,-0.4,0.2,-0.4,0.0,-0.2,0.0
chip,-0.5,-0.1,0.3,0.0,-0.3,0.2
concerning,0.3,0.1,-0.3,-0.2,0.0,0.1
dare,-0.2,-0.2,0.5,0.4,0.0,0.6
database,0.2,0.0,-0.2,-0.5,-0.7,-0.3
define,0.2,-0.1,-0.2,-0.2,0.0,0.2
discrimination,0.6,0.0,-0.5,-0.6,0.4,0.4
disorder,-0.2,0.3,0.3,0.3,0.0,0.6
distributed,-0.3,0.3,0.1,-0.3,-0.4,-0.2
districts,0.4,0.0,-0.3,0.0,0.3,0.0
documentary,0.1,0.1,-0.3,0.0,-0.3,-0.3
domain,0.5,0.0,0.0,-0.2,0.2,0.1
dynamic,-0.3,-0.3,0.7,0.5,-0.5,0.6
edited,-0.3,-0.2,-0.2,-0.3,-0.2,-0.4
engagement,0.3,0.0,0.2,0.6,0.2,0.3
explore,-0.2,-0.2,0.4,0.3,0.3,0.2
favour,-0.2,0.1,0.2,0.5,0.3,-0.2
fewer,-0.4,0.1,0.0,-0.3,0.0,-0.4
footage,-0.1,0.3,-0.4,0.0,-0.2,-0.3
giants,0.9,0.0,-0.5,0.2,0.8,0.7
grave,0.8,0.0,-0.7,-0.7,0.6,-0.8
hamilton,0.3,0.0,0.1,0.1,0.4,0.1
implementation,0.4,0.0,-0.4,-0.4,-0.5,-0.2
indiana,0.3,0.0,-0.2,0.2,0.2,-0.2
investigate,0.1,-0.2,-0.1,-0.4,0.0,-0.2
jazz,-0.3,0.2,0.6,0.7,0.1,0.5
jon,-0.2,0.0,0.0,0.3,-0.1,0.1
jonathan,0.0,0.0,0.0,0.3,0.1,0.1
laboratory,0.3,0.0,-0.1,-0.6,-0.3,-0.4
lawrence,0.2,0.0,0.0,0.1,0.3,0.0
lincoln,0.7,0.0,-0.4,-0.2,0.5,-0.3
literary,0.3,0.2,-0.3,0.3,0.5,-0.6
mask,-0.4,0.3,0.1,-0.3,-0.1,-0.5
massachusetts,0.5,0.0,-0.3,-0.2,0.5,0.0
midnight,0.5,0.2,-0.6,-0.7,0.3,-0.8
minnesota,0.4,0.0,-0.4,-0.8,0.1,-0.3
mouse,-0.6,-0.2,0.3,0.4,0.0,-0.5
oscar,0.4,0.0,0.2,0.4,-0.1,0.6
packed,0.7,0.0,-0.5,0.4,0.0,0.2
piano,0.8,0.0,0.2,0.4,0.4,0.3
praise,-0.2,0.3,0.5,0.7,0.5,0.6
presentation,0.0,0.1,0.0,-0.2,-0.5,0.2
psychology,0.4,0.1,-0.3,0.0,0.1,-0.4
relation,0.0,0.0,0.0,0.2,0.0,0.0
restrictions,0.6,0.0,-0.5,-0.5,0.0,0.3
rocket,0.7,-0.6,0.1,0.9,-0.5,0.9
ruin,0.7,0.0,-0.7,-0.4,0.8,-0.5
saudi,0.2,0.0,-0.2,0.5,0.2,0.1
sean,0.0,0.0,0.0,0.2,0.0,0.0
sec,-0.5,-0.3,0.3,-0.1,-0.5,0.2
secrets,0.3,0.2,-0.4,-0.2,0.3,-0.5
slave,0.8,0.0,-0.7,-0.1,0.6,0.5
stability,0.6,0.0,-0.2,0.1,0.2,-0.3
steady,0.4,0.0,0.1,0.2,0.1,-0.2
stones,0.6,0.0,0.1,-0.1,0.6,-0.1
symbol,0.1,0.2,0.0,0.0,0.5,0.0
terminal,0.5,-0.1,-0.5,-0.5,0.1,0.2
toilet,0.4,0.0,-0.1,-0.3,-0.1,0.3
treaty,0.5,0.3,-0.3,0.1,0.5,-0.2
triple,0.1,0.0,0.4,0.0,-0.2,0.3
unlikely,-0.2,0.2,0.2,0.0,-0.2,-0.1
updates,-0.4,0.1,0.3,-0.2,-0.8,0.1
vietnam,0.3,0.0,-0.2,0.6,0.2,0.3
viewed,-0.1,0.0,0.0,0.0,0.0,-0.3
affair,0.3,0.1,0.1,0.5,0.1,0.2
agenda,0.3,0.2,-0.2,-0.2,-0.1,0.1
bat,0.1,0.2,0.5,0.1,0.1,0.2
bow,0.0,0.1,0.4,0.1,0.3,-0.1
calendar,0.2,0.3,-0.3,0.0,0.3,-0.2
cape,-0.1,0.6,0.1,0.2,0.3,0.1
collective,0.5,0.0,-0.1,0.3,0.2,0.2
conversations,0.1,0.3,0.2,0.4,0.1,0.1
cooperation,0.4,0.0,0.1,0.4,0.1,-0.1
craft,0.3,-0.2,0.1,0.4,0.5,-0.1
darkness,0.7,0.2,-0.8,-0.7,0.8,-0.6
deeper,0.5,-0.2,-0.3,-0.3,0.3,-0.3
devil,0.5,-0.3,0.2,0.8,0.8,0.6
edit,-0.5,-0.1,0.2,-0.2,-0.7,-0.2
enable,-0.2,0.0,0.3,0.1,-0.4,0.1
equity,0.3,0.0,0.0,0.1,0.2,0.0
estimates,0.1,0.1,-0.1,-0.1,-0.2,-0.2
failing,0.4,-0.2,-0.6,-0.4,0.0,0.3
finishing,0.2,0.0,0.1,0.1,-0.1,0.2
fortune,0.5,0.0,0.2,0.4,0.4,0.2
gates,0.6,0.0,-0.2,-0.1,0.4,0.1
goodbye,0.4,0.4,-0.3,0.3,0.2,0.2
graham,0.1,0.0,0.1,0.3,0.1,0.0
hardware,0.6,0.0,-0.1,-0.3,-0.2,0.2
hillary,0.2,0.0,0.0,0.1,0.1,0.2
hurts,0.4,-0.3,-0.5,0.5,0.0,0.7
intellectual,0.3,0.2,-0.1,-0.4,0.3,-0.4
invite,-0.1,0.3,0.4,0.5,-0.1,0.1
involvement,0.3,0.0,-0.1,0.2,0.0,0.1
kentucky,0.2,0.0,0.0,0.3,0.2,0.1
madrid,0.3,0.0,0.1,0.5,0.5,0.2
nuts,0.0,-0.1,0.5,0.2,0.2,0.3
oregon,0.3,0.0,0.0,0.1,0.3,0.0
partly,-0.1,0.3,0.0,0.0,0.0,-0.2
petition,0.1,0.4,-0.3,0.1,0.2,0.3
phrase,-0.2,0.2,0.1,0.0,0.1,0.1
physically,0.3,0.0,0.0,0.0,0.0,0.2
protecting,0.4,0.2,-0.1,0.5,0.1,0.3
racial,0.3,0.0,-0.2,0.1,0.3,0.4
rated,-0.1,0.0,0.0,-0.1,0.0,0.0
regime,0.7,0.0,-0.5,-0.4,0.3,0.5
rivers,0.5,0.1,0.1,-0.2,0.6,0.3
rounds,0.3,-0.5,0.4,0.0,0.0,0.5
ruled,0.5,0.0,-0.3,-0.2,0.4,0.3
sa,0.0,0.0,0.0,0.0,0.0,0.0
sauce,0.2,0.2,-0.6,0.4,-0.1,0.2
seal,0.4,0.0,0.2,0.2,0.3,0.2
separated,0.1,0.0,0.1,-0.4,0.0,0.1
shield,0.6,0.3,0.2,0.1,0.5,0.2
similarly,-0.1,0.0,0.0,0.0,0.0,-0.1
slide,-0.2,-0.4,0.3,-0.1,-0.2,0.0
stem,0.0,0.1,0.2,0.1,0.2,-0.2
summit,0.8,0.0,-0.4,-0.6,0.5,0.2
talented,0.1,0.2,0.3,0.4,-0.2,0.3
throat,0.2,0.0,-0.2,0.5,0.2,0.5
tiger,0.6,-0.2,0.4,0.4,0.3,0.7
touched,-0.1,0.3,-0.2,0.6,0.0,-0.3
toy,-0.3,0.2,0.7,0.3,-0.5,0.2
visits,0.0,0.0,0.1,0.4,-0.1,0.0
warriors,0.6,-0.2,-0.1,0.3,0.6,0.8
wisdom,0.5,-0.1,-0.2,0.3,0.8,-0.2
accounting,0.2,0.2,-0.4,-0.4,0.1,-0.3
alien,0.3,0.4,0.2,-0.7,-0.4,0.4
attacking,0.4,-0.3,0.1,0.2,0.1,0.8
awkward,0.2,0.2,-0.5,0.1,-0.1,0.2
beast,0.7,0.0,0.1,0.3,0.5,0.7
beef,0.5,-0.1,-0.4,0.3,0.1,0.2
candy,-0.4,0.2,0.3,0.4,-0.5,0.3
carrier,0.7,0.0,-0.2,0.0,0.1,0.3
celebration,0.2,0.6,0.5,0.7,0.1,0.7
celebrity,0.1,0.3,0.3,0.2,-0.5,0.6
certificate,-0.3,0.5,-0.5,-0.2,0.2,-0.1
cited,-0.1,0.0,-0.2,-0.3,0.1,0.0
clay,0.4,-0.1,-0.8,0.1,0.5,-0.4
coaching,0.2,0.0,0.2,0.5,0.0,0.4
colleagues,0.2,0.0,0.0,0.3,0.1,0.1
constructed,0.6,0.0,-0.3,-0.3,0.1,0.2
dated,0.1,0.0,-0.2,-0.2,0.5,-0.2
dec,0.0,0.0,0.0,-0.3,0.0,0.0
default,0.0,0.0,-0.2,-0.4,-0.3,-0.3
delhi,0.5,0.0,-0.1,0.6,0.7,0.5
derived,-0.1,0.0,0.0,-0.3,0.1,-0.1
dialogue,0.0,0.3,0.2,0.3,0.2,0.3
disabled,0.3,0.0,-0.5,-0.2,0.1,-0.3
distinct,0.1,-0.2,0.4,-0.3,0.0,0.3
drag,0.5,0.7,-0.6,0.1,0.1,0.2
educated,0.3,0.1,-0.1,0.2,0.3,-0.1
eligible,-0.1,0.0,0.2,0.0,-0.2,0.1
estimate,-0.1,0.1,0.1,-0.1,-0.1,-0.2
execution,0.7,-0.5,-0.7,-0.5,0.4,0.8
existed,0.2,0.0,-0.2,-0.2,0.6,-0.4
fifty,0.0,0.0,0.1,0.0,0.1,0.0
followers,0.2,0.2,0.2,0.3,-0.2,0.2
fool,-0.2,0.1,0.5,0.2,0.3,0.4
framework,0.6,0.0,-0.2,-0.3,0.2,-0.1
franchise,0.4,0.0,0.1,-0.1,-0.3,0.3
funded,0.3,0.0,-0.1,0.2,-0.2,0.1
furniture,0.6,0.0,-0.3,0.4,0.3,-0.2
generations,0.7,0.2,-0.2,0.3,0.7,0.2
guaranteed,0.4,0.0,-0.3,0.1,0.1,0.4
integrated,0.2,-0.1,0.1,0.1,-0.1,-0.1
intelligent,0.2,-0.1,0.2,0.0,0.1,0.1
interaction,0.0,0.0,0.4,0.2,-0.2,0.2
jet,0.5,-0.8,0.3,0.4,-0.4,0.9
journalists,0.1,0.0,0.2,-0.1,-0.1,0.4
lifestyle,-0.1,0.2,0.2,0.3,-0.4,0.0
lighting,-0.4,0.3,0.1,0.5,-0.3,0.3
lisa,-0.2,0.0,0.2,0.3,-0.1,-0.2
loop,-0.3,0.2,0.8,-0.1,-0.3,-0.1
mall,0.6,0.0,-0.4,-0.1,-0.4,0.3
mp,-0.1,0.0,0.0,-0.2,-0.3,0.1
overseas,0.3,0.3,0.3,0.1,0.2,0.1
performances,0.1,0.1,0.4,0.4,0.1,0.6
philippines,0.4,0.0,0.1,0.7,0.3,0.2
polish,-0.2,-0.3,0.5,0.1,0.1,-0.2
recommendations,0.1,0.2,0.0,0.2,-0.1,-0.2
recover,-0.2,0.2,0.5,0.4,0.0,-0.1
regarded,0.3,0.0,-0.2,0.2,0.3,-0.1
relax,-0.5,0.5,-0.4,0.6,-0.1,-0.7
reliable,0.5,0.0,-0.3,0.3,0.2,-0.1
rely,0.2,0.0,-0.2,0.3,0.1,-0.2
remarkable,0.2,0.2,0.5,0.3,0.0,0.5
responses,-0.1,0.0,0.4,0.0,-0.2,0.2
ruling,0.6,-0.2,-0.5,-0.3,0.4,0.5
sacrifice,0.7,-0.1,-0.6,0.3,0.7,0.6
se,-0.4,0.0,0.0,0.0,-0.2,-0.4
sole,0.1,0.0,0.1,-0.1,0.2,-0.3
stopping,0.4,-0.4,-0.7,-0.2,-0.1,0.3
strategies,0.3,0.0,0.1,-0.2,0.1,0.1
succeed,0.2,0.3,0.6,0.4,0.1,0.5
tables,0.5,0.0,-0.1,0.2,0.2,-0.2
tale,-0.2,0.3,0.2,0.5,0.7,-0.3
targets,0.2,-0.4,0.2,-0.2,-0.1,0.4
timing,0.0,-0.2,0.4,0.0,-0.2,0.1
ton,0.9,0.0,-0.5,0.0,0.1,0.3
volunteers,0.1,0.2,0.2,0.4,0.0,0.2
witnesses,0.2,0.0,-0.1,-0.1,0.2,0.1
wore,0.0,0.2,0.0,0.2,0.1,-0.1
worship,0.5,0.3,-0.3,0.6,0.7,0.4
worthy,0.3,0.1,-0.1,0.3,0.3,0.1
acted,0.1,0.0,0.1,0.0,0.0,0.2
alarm,-0.1,-0.3,0.6,0.3,-0.2,0.9
bass,0.5,0.0,0.3,0.2,0.0,0.7
bloody,0.3,0.1,-0.4,0.7,0.1,0.7
breathing,-0.4,0.5,0.1,0.5,0.1,-0.4
butt,0.2,0.0,0.5,0.2,0.0,0.2
characteristics,0.1,0.2,-0.2,-0.2,0.1,-0.2
cnn,-0.1,-0.2,0.1,-0.2,-0.6,0.5
collaboration,0.2,0.1,0.1,0.4,0.1,0.1
con,-0.1,-0.1,0.2,-0.3,0.1,0.2
consideration,0.3,0.3,-0.3,0.1,0.2,-0.3
counts,0.0,0.0,0.2,0.0,0.0,0.1
creates,0.1,0.0,0.3,0.3,-0.1,0.2
crucial,0.4,-0.1,-0.2,0.2,0.0,0.5
daughters,0.1,0.1,0.2,0.6,-0.1,0.1
dependent,0.2,0.2,-0.4,0.0,0.0,-0.2
discussions,0.1,0.2,0.0,0.2,0.0,0.1
drives,0.4,-0.3,0.2,0.2,-0.1,0.4
dual,0.1,0.0,0.3,0.0,0.1,0.0
edinburgh,0.5,0.0,-0.2,-0.3,0.7,0.0
equipped,0.3,0.0,0.1,0.0,-0.2,0.1
expanded,0.3,0.4,0.3,0.1,0.0,0.3
experimental,0.0,0.0,0.4,-0.2,-0.4,0.2
feeding,0.2,0.1,-0.2,0.5,0.0,0.1
filter,-0.1,0.4,0.1,-0.2,0.0,-0.2
galaxy,0.8,0.6,-0.2,0.1,0.9,0.3
globe,0.6,0.0,0.4,0.1,0.4,0.1
grades,0.1,0.2,-0.1,-0.1,0.1,0.1
greece,0.4,0.0,-0.2,0.5,0.9,0.1
gulf,0.5,-0.2,-0.3,0.4,0.5,0.2
highlights,-0.2,0.3,0.5,0.3,-0.3,0.4
hoped,-0.1,0.4,0.1,0.3,0.0,-0.2
intent,0.3,-0.3,-0.2,0.1,0.1,0.3
involve,0.1,0.0,0.0,0.1,0.0,0.1
judgment,0.6,-0.1,-0.5,-0.3,0.5,0.4
kennedy,0.3,0.0,-0.1,0.1,0.3,0.2
knight,0.5,-0.2,0.0,0.1,0.7,0.3
larry,0.0,0.0,0.2,0.2,0.1,0.0
las,0.0,0.0,0.1,0.3,0.1,0.1
lmao,-0.6,0.3,0.7,0.3,-0.9,0.6
logo,-0.2,0.3,0.4,-0.1,-0.4,0.1
malaysia,0.2,0.0,-0.1,0.6,0.3,0.1
mature,0.3,0.0,-0.3,0.3,0.5,-0.2
moore,0.1,0.0,0.1,0.1,0.2,-0.2
nazi,0.5,0.0,-0.4,-0.5,0.3,0.7
netherlands,0.3,0.0,-0.1,-0.2,0.3,-0.3
odds,-0.2,0.1,0.3,0.0,0.0,0.1
peaceful,-0.4,0.4,0.0,0.4,0.1,-0.8
philip,0.1,0.0,0.1,0.2,0.3,-0.2
photographer,0.0,0.0,0.2,0.1,0.0,-0.1
pin,-0.7,-0.6,0.2,-0.2,0.1,-0.2
prevention,0.2,0.2,-0.2,-0.1,0.0,-0.3
printing,0.1,0.2,0.0,0.2,0.3,0.2
promoting,-0.1,0.1,0.2,0.3,-0.2,0.3
publicly,0.0,0.1,0.1,0.0,-0.1,0.3
pump,0.4,-0.1,0.3,0.2,0.1,0.4
repeated,0.1,0.0,0.1,-0.1,0.0,0.1
replied,-0.1,-0.1,0.2,0.1,0.0,-0.1
requests,-0.1,0.1,0.1,0.0,-0.1,-0.2
revenge,0.6,-0.2,-0.3,0.5,0.4,0.6
satisfied,0.0,0.0,0.1,0.5,0.0,-0.3
seeds,-0.5,0.4,0.1,0.3,0.2,-0.5
signals,-0.3,-0.3,0.4,-0.1,-0.2,0.3
slip,-0.4,-0.4,0.3,-0.2,-0.1,-0.3
spaces,-0.5,0.3,0.2,-0.3,0.1,-0.6
spare,-0.2,0.0,0.1,0.0,0.0,-0.3
specialist,0.2,-0.1,0.0,-0.1,0.1,0.0
stocks,0.3,0.0,-0.2,-0.2,0.2,0.2
stranger,0.2,0.1,-0.1,-0.4,0.1,0.1
submit,0.3,0.0,-0.4,-0.2,0.1,-0.3
surprising,-0.2,-0.1,0.6,0.2,-0.3,0.5
tap,-0.5,-0.2,0.5,0.0,0.0,0.1
thompson,0.2,0.0,0.0,0.1,0.3,0.0
threats,0.4,-0.1,-0.3,0.2,0.1,0.6
tourism,0.0,0.2,0.2,0.4,-0.3,0.1
turkish,0.2,0.1,0.0,0.5,0.5,0.2
volunteer,-0.1,0.1,0.2,0.5,-0.1,0.1
acceptable,0.0,0.0,0.0,0.0,0.0,-0.2
allies,0.3,0.0,0.1,0.4,0.2,0.2
attempting,0.1,0.0,0.1,0.1,-0.1,0.1
auction,0.2,-0.1,0.2,0.2,0.2,0.5
bonds,0.4,0.0,-0.2,0.3,0.3,0.0
challenging,0.3,0.2,0.1,0.1,-0.1,0.4
chaos,0.2,0.3,0.7,0.3,0.1,0.8
churches,0.6,0.0,-0.2,0.2,0.6,-0.3
cleveland,0.4,0.0,-0.1,-0.1,0.2,0.0
composed,0.2,0.2,-0.1,-0.2,0.1,-0.5
concentration,0.5,-0.2,-0.3,-0.2,0.1,0.2
copper,0.4,-0.1,0.1,0.4,0.4,0.0
corp,0.5,0.0,-0.3,-0.4,0.1,0.1
corps,0.5,0.0,-0.2,-0.2,0.3,0.3
counting,-0.2,0.0,0.2,0.0,-0.1,-0.2
credits,-0.3,0.3,0.3,-0.1,-0.2,0.0
dawn,-0.4,0.5,0.1,0.4,0.5,-0.3
dispute,0.3,0.2,0.2,0.3,0.0,0.5
earnings,0.2,0.1,-0.2,0.0,-0.1,0.1
editing,-0.1,0.2,0.1,-0.1,-0.4,-0.2
executed,0.7,-0.3,-0.6,-0.4,0.3,0.6
firing,0.4,-0.3,0.3,0.8,0.0,0.8
fits,0.1,-0.1,0.6,0.2,-0.1,0.4
frequent,-0.1,0.0,0.4,0.0,0.0,0.2
gardens,0.1,0.2,0.1,0.4,0.3,-0.4
gathered,0.3,0.0,-0.2,0.5,0.2,-0.1
hilarious,-0.3,0.3,0.7,0.5,-0.2,0.7
huh,-0.5,0.4,0.3,0.1,-0.5,-0.3
ignored,0.2,0.1,-0.5,-0.5,0.0,-0.6
